LAMMPS (23 Jun 2022 - Update 4)
OMP_NUM_THREADS environment is not set. Defaulting to 1 thread. (src/src/comm.cpp:98)
  using 1 OpenMP thread(s) per MPI task
Lattice spacing in x,y,z = 4.04525 4.04525 4.04525
Created orthogonal box = (0 0 0) to (8.0905 8.0905 8.0905)
  1 by 1 by 2 MPI processor grid
Created 32 atoms
  using lattice units in orthogonal box = (0 0 0) to (8.0905 8.0905 8.0905)
  create_atoms CPU = 0.000 seconds
Reading eam/alloy potential file ./Al_mm.eam.fs with DATE: 2007-06-11
Temp                     Press                     Vol                     Etotal
Neighbor list info ...
  update every 1 steps, delay 10 steps, check yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 8.5
  ghost atom cutoff = 8.5
  binsize = 4.25, bins = 2 2 2
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair eam/alloy, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/3d
      bin: standard
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 0
  Time step     : 0.001
Per MPI rank memory allocation (min/avg/max) = 3.596 | 3.596 | 3.596 Mbytes
   Step          Time           Temp          PotEng         KinEng         TotEng        c_mytemp      c_mypress        Volume    
    843000   843            569.74344     -105.51671      2.2829987     -103.23371      569.74344     -1151.4793      556.81223    
    844000   844            666.5279      -105.89924      2.6708203     -103.22842      666.5279       2329.7986      553.00571    
    845000   845            737.61995     -106.17556      2.9556907     -103.21987      737.61995     -7229.4701      558.11704    
    846000   846            641.03309     -105.77014      2.5686609     -103.20148      641.03309      8235.8652      550.94694    
    847000   847            780.44817     -106.3426       3.1273061     -103.2153       780.44817      2013.3798      552.53722    
    848000   848            722.62805     -106.06885      2.8956172     -103.17323      722.62805     -3987.5273      557.34612    
    849000   849            658.45636     -105.90314      2.6384771     -103.26466      658.45636     -295.93933      554.55622    
    850000   850            716.8181      -106.0621       2.8723364     -103.18977      716.8181      -6500.71        557.83402    
    851000   851            648.16048     -105.85036      2.5972209     -103.25314      648.16048     -2519.6432      556.71967    
    852000   852            641.99452     -105.81894      2.5725135     -103.24643      641.99452      987.08683      555.38929    
    853000   853            670.20156     -105.89395      2.6855409     -103.20841      670.20156     -1241.6272      556.25616    
    854000   854            777.2516      -106.31839      3.1144973     -103.2039       777.2516      -2996.97        555.78592    
    855000   855            666.60497     -105.90429      2.6711291     -103.23316      666.60497     -551.00413      555.93549    
    856000   856            564.68946     -105.48135      2.2627471     -103.21861      564.68946      1268.5391      556.33861    
    857000   857            790.22176     -106.4046       3.1664696     -103.23813      790.22176     -2441.0195      555.18126    
    858000   858            705.67487     -106.02808      2.8276847     -103.20039      705.67487     -2446.4372      555.73559    
    859000   859            710.59575     -106.0252       2.847403      -103.17779      710.59575     -5728.379       557.53967    
    860000   860            738.76616     -106.13739      2.9602837     -103.1771       738.76616     -3868.7062      557.15177    
    861000   861            729.36765     -106.08181      2.9226232     -103.15919      729.36765      778.67583      554.21477    
    862000   862            730.41815     -106.18663      2.9268326     -103.2598       730.41815      2094.7001      552.56024    
    863000   863            641.20443     -105.85806      2.5693475     -103.28871      641.20443      4880.0413      551.92233    
    864000   864            786.05205     -106.28874      3.1497613     -103.13898      786.05205     -1956.816       555.80906    
    865000   865            708.10347     -106.06615      2.8374163     -103.22873      708.10347      1000.3815      553.20502    
    866000   866            731.38118     -106.1364       2.9306916     -103.20571      731.38118     -765.45018      554.27792    
    867000   867            603.05747     -105.62926      2.4164902     -103.21277      603.05747      2409.28        554.32598    
    868000   868            680.44755     -105.90296      2.7265972     -103.17636      680.44755     -902.09883      555.27256    
    869000   869            796.56242     -106.3802       3.191877      -103.18832      796.56242     -3050.1658      554.06542    
    870000   870            749.88681     -106.25799      3.0048448     -103.25314      749.88681      2383.621       552.53756    
    871000   871            671.12758     -105.96498      2.6892515     -103.27573      671.12758      5141.7496      551.39179    
    872000   872            736.66823     -106.14194      2.9518771     -103.19007      736.66823     -1322.1945      553.60163    
    873000   873            606.70636     -105.65122      2.4311115     -103.22011      606.70636      2598.4748      554.22084    
    874000   874            659.64942     -105.88035      2.6432578     -103.23709      659.64942     -3506.4624      556.58963    
    875000   875            720.93236     -106.11418      2.8888225     -103.22536      720.93236      1098.7925      554.16208    
    876000   876            727.45965     -106.12664      2.9149777     -103.21166      727.45965      1712.3333      554.31363    
    877000   877            724.40307     -106.08625      2.9027298     -103.18352      724.40307      767.4841       553.87408    
    878000   878            723.49223     -106.02583      2.89908       -103.12675      723.49223      826.76076      555.24366    
    879000   879            825.55731     -106.52512      3.3080614     -103.21706      825.55731     -5545.6793      555.28031    
    880000   880            711.58767     -105.976        2.8513777     -103.12462      711.58767      147.92815      553.71689    
    881000   881            527.05112     -105.35568      2.1119278     -103.24376      527.05112      2186.4118      555.43477    
    882000   882            709.92739     -106.02965      2.8447249     -103.18492      709.92739      2578.4167      554.82271    
    883000   883            822.04981     -106.50585      3.2940066     -103.21185      822.04981     -4215.9296      555.54112    
    884000   884            675.4739      -105.96016      2.7066675     -103.25349      675.4739      -47.809619      556.21107    
    885000   885            724.03622     -106.07896      2.9012598     -103.1777       724.03622      552.37342      554.37686    
    886000   886            690.13352     -105.93804      2.7654095     -103.17263      690.13352     -652.87794      554.73649    
    887000   887            644.39338     -105.85644      2.5821258     -103.27431      644.39338      290.79751      554.76947    
    888000   888            766.8885      -106.17849      3.0729717     -103.10552      766.8885      -5794.5914      557.59309    
    889000   889            509.38792     -105.18979      2.0411503     -103.14864      509.38792      4080.466       555.84626    
    890000   890            716.46261     -106.11728      2.8709119     -103.24637      716.46261      3339.011       551.36183    
    891000   891            598.49777     -105.59383      2.3982192     -103.19561      598.49777      1951.3258      554.00228    
    892000   892            669.8721      -105.92244      2.6842207     -103.23822      669.8721       3164.8304      553.15605    
    893000   893            600.16936     -105.66432      2.4049173     -103.25941      600.16936      3712.9267      553.41173    
    894000   894            584.44563     -105.58134      2.3419113     -103.23943      584.44563     -983.17349      556.83231    
    895000   895            518.15555     -105.28888      2.0762827     -103.21259      518.15555      6767.7073      554.02194    
    896000   896            637.12679     -105.75026      2.5530081     -103.19726      637.12679      1034.3607      554.71512    
    897000   897            750.05155     -106.21711      3.0055049     -103.2116       750.05155      2600.9396      551.5922     
    898000   898            724.73395     -106.20208      2.9040557     -103.29802      724.73395     -775.16283      554.80209    
    899000   899            598.40475     -105.67326      2.3978464     -103.27542      598.40475     -2194.267       556.68448    
    900000   900            812.16572     -106.42594      3.2544004     -103.17154      812.16572     -7357.8007      558.22599    
    901000   901            704.02659     -105.9717       2.8210799     -103.15062      704.02659     -2849.5768      556.74779    
    902000   902            842.52133     -106.50875      3.3760373     -103.13271      842.52133     -3609.4415      553.83564    
    903000   903            673.52208     -105.86318      2.6988464     -103.16434      673.52208      1683.1816      553.79546    
    904000   904            729.49705     -106.13101      2.9231417     -103.20787      729.49705      64.849593      553.80858    
    905000   905            672.80565     -105.96782      2.6959756     -103.27184      672.80565      1403.5549      554.67874    
    906000   906            603.72664     -105.67344      2.4191716     -103.25426      603.72664     -1272.0725      556.54028    
    907000   907            643.71325     -105.84691      2.5794005     -103.26751      643.71325      7673.5762      550.23573    
    908000   908            678.75135     -105.91693      2.7198004     -103.19712      678.75135     -1811.385       555.7974     
    909000   909            736.57476     -106.17134      2.9515026     -103.21984      736.57476     -1226.1951      555.65342    
    910000   910            819.23845     -106.42463      3.2827413     -103.14189      819.23845     -4687.7817      555.0754     
    911000   911            742.37492     -106.15816      2.9747442     -103.18342      742.37492     -1656.3587      555.46618    
    912000   912            721.16339     -106.1428       2.8897482     -103.25305      721.16339     -2012.7111      556.71317    
    913000   913            747.24851     -106.28899      2.994273      -103.29471      747.24851     -421.2618       555.10237    
    914000   914            835.29347     -106.56563      3.3470748     -103.21856      835.29347      517.95527      552.37222    
    915000   915            657.84215     -105.78837      2.6360159     -103.15235      657.84215      953.25639      555.24813    
    916000   916            638.35495     -105.78642      2.5579294     -103.22849      638.35495      2415.213       554.59916    
    917000   917            826.3311      -106.47933      3.311162      -103.16817      826.3311      -4215.5223      554.03755    
    918000   918            775.6113      -106.24083      3.1079245     -103.13291      775.6113      -4799.645       558.18209    
    919000   919            922.78655     -106.80807      3.6976652     -103.1104       922.78655     -9260.7007      556.57739    
    920000   920            680.1553      -105.88421      2.7254262     -103.15879      680.1553       4528.453       552.63689    
    921000   921            933.216       -106.88135      3.7394567     -103.14189      933.216       -7700.7936      554.67603    
    922000   922            698.69099     -106.01195      2.7996999     -103.21225      698.69099     -2602.1206      557.49791    
    923000   923            747.64819     -106.23624      2.9958745     -103.24036      747.64819      962.01587      553.69833    
    924000   924            771.38465     -106.35335      3.090988      -103.26237      771.38465     -4476.3769      555.34308    
    925000   925            647.6433      -105.84014      2.5951485     -103.245        647.6433       729.42609      554.65529    
    926000   926            588.86088     -105.61641      2.3596035     -103.25681      588.86088      670.88434      554.95809    
    927000   927            682.75176     -105.93529      2.7358303     -103.19946      682.75176      2606.8032      554.05351    
    928000   928            717.44399     -106.10895      2.8748444     -103.23411      717.44399     -3348.2535      556.09886    
    929000   929            790.73692     -106.33037      3.1685338     -103.16184      790.73692     -2649.4348      554.66094    
    930000   930            593.47586     -105.59359      2.3780961     -103.21549      593.47586      5882.0563      552.54353    
    931000   931            804.12698     -106.34805      3.2221887     -103.12586      804.12698     -10759.295      560.11688    
    932000   932            845.35351     -106.54568      3.387386      -103.1583       845.35351     -7193.5576      557.19896    
    933000   933            781.07297     -106.25752      3.1298098     -103.12771      781.07297     -430.52289      554.67288    
    934000   934            807.20873     -106.41901      3.2345374     -103.18447      807.20873     -128.06641      552.98561    
    935000   935            620.92187     -105.70185      2.488074      -103.21378      620.92187      5401.7606      551.58441    
    936000   936            579.17274     -105.49438      2.3207825     -103.1736       579.17274      5597.8283      552.78516    
    937000   937            713.15886     -106.07112      2.8576736     -103.21345      713.15886     -1699.026       555.24721    
    938000   938            782.38797     -106.32874      3.1350791     -103.19366      782.38797     -12317.147      561.72858    
    939000   939            796.97095     -106.39444      3.193514      -103.20093      796.97095     -9523.7689      558.99829    
    940000   940            702.59534     -105.98989      2.8153448     -103.17455      702.59534      5048.7206      551.60901    
    941000   941            659.45463     -105.86496      2.6424772     -103.22248      659.45463      8440.3669      549.58951    
    942000   942            671.3181      -105.94189      2.6900149     -103.25188      671.3181       1711.5129      553.50818    
    943000   943            667.29881     -105.89749      2.6739094     -103.22358      667.29881      1016.7088      553.7291     
    944000   944            563.35157     -105.52198      2.2573861     -103.26459      563.35157      8635.3716      552.22268    
    945000   945            794.67166     -106.35848      3.1843006     -103.17418      794.67166     -322.59182      553.31477    
    946000   946            644.64692     -105.80508      2.5831418     -103.22193      644.64692     -47.563623      556.16009    
    947000   947            767.74289     -106.25982      3.0763953     -103.18343      767.74289      1613.9719      552.38775    
    948000   948            711.00202     -106.09345      2.849031      -103.24442      711.00202      2951.1346      553.25045    
    949000   949            664.79141     -105.85804      2.663862      -103.19418      664.79141     -2352.2111      556.00882    
    950000   950            716.30676     -106.16797      2.8702874     -103.29769      716.30676      3973.7475      552.21573    
    951000   951            567.01666     -105.52891      2.2720723     -103.25684      567.01666      6987.9366      550.89565    
    952000   952            655.5888      -105.82409      2.6269866     -103.19711      655.5888       2023.5249      553.87038    
    953000   953            748.20381     -106.19835      2.9981009     -103.20025      748.20381     -3.2464391      554.1757     
    954000   954            572.88203     -105.49644      2.2955752     -103.20087      572.88203      2841.3591      556.36322    
    955000   955            748.74396     -106.18785      3.0002653     -103.18758      748.74396     -5300.2533      557.96419    
    956000   956            689.61649     -106.03223      2.7633377     -103.26889      689.61649      2087.2604      552.51485    
    957000   957            585.46757     -105.56066      2.3460063     -103.21465      585.46757      9852.7638      551.77654    
    958000   958            662.63741     -105.96837      2.6552309     -103.31314      662.63741     -2001.5741      555.54495    
    959000   959            773.82644     -106.37899      3.1007725     -103.27821      773.82644     -2430.435       553.87136    
    960000   960            768.81279     -106.27064      3.0806824     -103.18996      768.81279      10188.163      548.63129    
    961000   961            600.61786     -105.64663      2.4067145     -103.23991      600.61786     -328.52245      555.96308    
    962000   962            775.57646     -106.31775      3.1077849     -103.20996      775.57646     -4729.5015      555.32277    
    963000   963            612.04795     -105.64157      2.4525156     -103.18906      612.04795     -1480.1873      558.75935    
    964000   964            719.61344     -106.14618      2.8835375     -103.26264      719.61344     -4970.5961      557.20783    
    965000   965            770.55758     -106.20809      3.0876739     -103.12041      770.55758     -1201.7913      556.66547    
    966000   966            806.91979     -106.38277      3.2333796     -103.14939      806.91979     -2837.8777      555.68018    
    967000   967            725.36157     -106.12715      2.9065706     -103.22058      725.36157     -226.66303      554.64979    
    968000   968            734.77255     -106.20875      2.944281      -103.26447      734.77255      5039.7227      550.98094    
    969000   969            686.48834     -106.00842      2.750803      -103.25761      686.48834      4552.9851      552.67665    
    970000   970            646.17158     -105.85567      2.5892512     -103.26642      646.17158     -1770.4934      556.02006    
    971000   971            632.10292     -105.77389      2.5328772     -103.24102      632.10292      2580.8796      554.08223    
    972000   972            658.79596     -105.88094      2.6398379     -103.2411       658.79596     -1165.3187      555.05689    
    973000   973            668.87518     -105.96399      2.680226      -103.28376      668.87518      2409.7485      553.8268     
    974000   974            770.92274     -106.35443      3.0891372     -103.2653       770.92274     -5144.6869      557.11578    
    975000   975            682.86158     -105.98394      2.7362704     -103.24767      682.86158      3802.7658      553.84058    
    976000   976            859.91325     -106.61268      3.4457279     -103.16695      859.91325     -3861.2164      554.07354    
    977000   977            884.44013     -106.71685      3.5440086     -103.17285      884.44013     -9589.4927      556.76846    
    978000   978            793.50284     -106.41748      3.1796171     -103.23786      793.50284     -255.64379      553.60258    
    979000   979            498.86424     -105.29279      1.9989812     -103.29381      498.86424      8170.8022      551.88561    
    980000   980            646.44379     -105.77778      2.5903419     -103.18744      646.44379      1504.3344      554.43691    
    981000   981            718.17078     -106.07971      2.8777566     -103.20196      718.17078      1593.5158      552.86584    
    982000   982            646.26998     -105.76262      2.5896455     -103.17297      646.26998      950.03937      555.68327    
    983000   983            621.21994     -105.7561       2.4892684     -103.26683      621.21994     -41.44761       555.62168    
    984000   984            609.56466     -105.63014      2.4425649     -103.18757      609.56466      4801.4831      552.96711    
    985000   985            622.96413     -105.65261      2.4962575     -103.15635      622.96413      6796.2274      553.71111    
    986000   986            713.62458     -106.10182      2.8595397     -103.24228      713.62458      459.10219      553.73356    
    987000   987            646.52426     -105.86987      2.5906644     -103.27921      646.52426     -3299.8871      557.66571    
    988000   988            827.03247     -106.49382      3.3139725     -103.17985      827.03247     -6724.228       557.09394    
    989000   989            710.93042     -106.02757      2.8487441     -103.17882      710.93042     -1936.8076      555.23444    
    990000   990            685.46        -105.92159      2.7466824     -103.1749       685.46         4849.0066      552.97562    
    991000   991            698.07453     -105.93668      2.7972296     -103.13945      698.07453      5264.8535      552.20884    
    992000   992            810.29065     -106.46465      3.2468869     -103.21776      810.29065     -11102.52       558.88464    
    993000   993            637.88485     -105.83622      2.5560457     -103.28017      637.88485      4051.2757      552.42393    
    994000   994            704.38193     -106.06288      2.8225038     -103.24038      704.38193      3541.6146      551.78958    
    995000   995            663.61266     -105.86946      2.6591387     -103.21033      663.61266     -3434.4626      556.54019    
    996000   996            673.72922     -105.93495      2.6996764     -103.23527      673.72922     -253.95701      555.35905    
    997000   997            497.02216     -105.23488      1.9915999     -103.24328      497.02216      3767.8735      554.88911    
    998000   998            669.77589     -105.93423      2.6838352     -103.2504       669.77589      480.55849      554.47669    
    999000   999            681.02686     -106.0146       2.7289186     -103.28568      681.02686      1582.8754      552.91428    
   1000000   1000           704.89178     -106.06055      2.8245468     -103.236        704.89178     -1989.6601      554.79242    
Loop time of 82.694 on 2 procs for 1000000 steps with 32 atoms

Performance: 1044.816 ns/day, 0.023 hours/ns, 12092.781 timesteps/s
95.7% CPU use with 2 MPI tasks x 1 OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 44.49      | 47.487     | 50.484     |  43.5 | 57.42
Neigh   | 0          | 0          | 0          |   0.0 |  0.00
Comm    | 8.5636     | 11.458     | 14.351     |  85.5 | 13.86
Output  | 0.01938    | 0.019565   | 0.019749   |   0.1 |  0.02
Modify  | 22.677     | 22.864     | 23.051     |   3.9 | 27.65
Other   |            | 0.8662     |            |       |  1.05

Nlocal:             16 ave          16 max          16 min
Histogram: 2 0 0 0 0 0 0 0 0 0
Nghost:            914 ave         914 max         914 min
Histogram: 2 0 0 0 0 0 0 0 0 0
Neighs:           1120 ave        1314 max         926 min
Histogram: 1 0 0 0 0 0 0 0 0 1

Total # of neighbors = 2240
Ave neighs/atom = 70
Neighbor list builds = 0
Dangerous builds = 0
Total wall time: 0:01:22
